full_text,text_clean,class,tokens,lemma
Kemudian apa sih yang di maksud dengan ketahanan pangan tersebut ? @prabowo #KodeKita08 #PrabowoGibranIstimewa #BersamaIndonesiaMaju,maksud tahan pangan,2,"['maksud', 'tahan', 'pangan']",maksud tahan pangan
"Hingga minggu pertama Desember 2019, capaian pembangunan waduk mencapai 61 bendungan, yang terdiri dari 45 bendungan baru yang sedang dibangunn 16 bendungan sudah selesai. @prabowo #KodeKita08 ##PrabowoGibranIstimewa #BersamaIndonesiaMaju",minggu pertama desember capai bangun waduk capai bendung bendung baru dibangunn bendung selesai,2,"['minggu', 'pertama', 'desember', 'capai', 'bangun', 'waduk', 'capai', 'bendung', 'bendung', 'baru', 'dibangunn', 'bendung', 'selesai']",minggu pertama desember capai bangun waduk capai bendung bendung baru dibangunn bendung selesai
"Pak @prabowo, kebangkitan Indonesia tidak bisa dengan merekayasan putusan MK dan dimulai dari politik Dinasti. Publik menilai bapak cuma petugasnya Jokowi saat ini, lain tidak.",bangkit indonesia merekayasan putus mulai politik dinasti publik nilai bapak tugas,1,"['bangkit', 'indonesia', 'merekayasan', 'putus', 'mulai', 'politik', 'dinasti', 'publik', 'nilai', 'bapak', 'tugas']",bangkit indonesia merekayasan putus mulai politik dinasti publik nilai bapak tugas
"Jika tak dikelola dengan baik, maka dampak buruknya akan serius. â€œUntuk itu pemerintah perlu mengambil langkah-langkah untuk memperkuat ketahanan air, @prabowo #KodeKita08 ##PrabowoGibranIstimewa #BersamaIndonesiaMaju",kelola baik dampak buruk serius perintah perlu ambil langkah langkah kuat tahan,2,"['kelola', 'baik', 'dampak', 'buruk', 'serius', 'perintah', 'perlu', 'ambil', 'langkah', 'langkah', 'kuat', 'tahan']",kelola baik dampak buruk serius perintah perlu ambil langkah langkah kuat tahan
"Hingga minggu pertama Desember 2019, capaian pembangunan waduk mencapai 61 bendungan, yang terdiri dari 45 bendungan baru yang sedang dibangunn 16 bendungan sudah selesai. @prabowo #KodeKita08 ##PrabowoGibranIstimewa #BersamaIndonesiaMaju",minggu pertama desember capai bangun waduk capai bendung bendung baru dibangunn bendung selesai,2,"['minggu', 'pertama', 'desember', 'capai', 'bangun', 'waduk', 'capai', 'bendung', 'bendung', 'baru', 'dibangunn', 'bendung', 'selesai']",minggu pertama desember capai bangun waduk capai bendung bendung baru dibangunn bendung selesai
@Rudi58985524 @ismailfahmi Itu bukan prabowo tapi cipung,cipung,2,['cipung'],cipung
"@tifsembiring Hati2 dia AU-MK bicaranya berlindung ke Agama ! Dia harus dicopot diganti, dan pidananya dilanjutkan ke Penyidik. KPU dan Bawaslu masih pakai aturan lama, jadi tidak syah cawapresnya. Solusinya ya Capres Prabowo tetap sah jadi cari mengusulkan ganti misal  Prabowo+Erlangga",hati bicara lindung agama copot ganti pidana lanjut sidik bawaslu pakai atur jadi syah cawapresnya solusi capres tetap jadi cari usul ganti misal erlangga,1,"['hati', 'bicara', 'lindung', 'agama', 'copot', 'ganti', 'pidana', 'lanjut', 'sidik', 'bawaslu', 'pakai', 'atur', 'jadi', 'syah', 'cawapresnya', 'solusi', 'capres', 'tetap', 'jadi', 'cari', 'usul', 'ganti', 'misal', 'erlangga']",hati bicara lindung agama copot ganti pidana lanjut sidik bawaslu pakai atur syah cawapresnya solusi capres tetap cari usul ganti misal erlangga
"dalam memperkuat sistem ketahanan pangan, mengamankan rantai pasokan dan melawan kelaparan dunia. @prabowo #KodeKita08 #PrabowoGibranIstimewa #BersamaIndonesiaMaju",kuat sistem tahan pangan aman rantai pasok lawan lapar dunia,2,"['kuat', 'sistem', 'tahan', 'pangan', 'aman', 'rantai', 'pasok', 'lawan', 'lapar', 'dunia']",kuat sistem tahan pangan aman rantai pasok lawan lapar dunia
"Begitu pentingnya air bagi kehidupan ini, membuat Benjamin Franklin, salah satu bpk bangsa Amerika Serikat itu pernah berujar, â€œKetika sumur-sumur telah kering, barulah kita sadar betapa berharganya air.â€ @prabowo #KodeKita08 ##PrabowoGibranIstimewa #BersamaIndonesiaMaju",penting hidup buat benjamin franklin salah satu bapak bangsa amerika serikat ujar sumur sumur kering baru sadar betapa harga,2,"['penting', 'hidup', 'buat', 'benjamin', 'franklin', 'salah', 'satu', 'bapak', 'bangsa', 'amerika', 'serikat', 'ujar', 'sumur', 'sumur', 'kering', 'baru', 'sadar', 'betapa', 'harga']",penting hidup buat benjamin franklin salah satu bapak bangsa amerika serikat ujar sumur sumur kering baru sadar betapa harga
"@kananboekankiri @sigitwid Pak prabowo, terima kasih atas ketidakberubahannya sebagai pembohong, karena Anda membuat pilihan politik lebih jelas.",terima kasih atas ketidakberubahannya bohong buat pilih politik jelas,1,"['terima', 'kasih', 'atas', 'ketidakberubahannya', 'bohong', 'buat', 'pilih', 'politik', 'jelas']",terima kasih atas ketidakberubahannya bohong buat pilih politik jelas
"@BANGSAygSUJUD Sedari awal sy tidak percaya Prabowo terlibat tragedi 1998, apalagi dituduh sebagai pelaku utama bahkan dalangnya. Kl diberi tugas oleh atasannya mengamankan 9 org itu beliau akui,dn dikembalikan dg selamat. Tp pembenci Prabowo memfitnah dg keji smp dibawa mati",dar awal percaya libat tragedi tuduh laku utama dalang kalo beri tugas atas aman orang beliau aku kembali selamat benci fitnah keji bawa mati,1,"['dar', 'awal', 'percaya', 'libat', 'tragedi', 'tuduh', 'laku', 'utama', 'dalang', 'kalo', 'beri', 'tugas', 'atas', 'aman', 'orang', 'beliau', 'aku', 'kembali', 'selamat', 'benci', 'fitnah', 'keji', 'bawa', 'mati']",dar awal percaya libat tragedi tuduh laku utama dalang kalo beri tugas atas aman orang beliau aku selamat benci fitnah keji bawa mati
"Menurut Hari Suprayogi, Direktur Jenderal Sumber Daya Air, pada 2015-2020 target Presiden Jokowi adalah membangun 65 waduk besar. @prabowo #KodeKita08 ##PrabowoGibranIstimewa #BersamaIndonesiaMaju",hari suprayogi direktur jenderal sumber daya target presiden bangun waduk besar,2,"['hari', 'suprayogi', 'direktur', 'jenderal', 'sumber', 'daya', 'target', 'presiden', 'bangun', 'waduk', 'besar']",hari suprayogi direktur jenderal sumber daya target presiden bangun waduk besar
Prabowo: Saya gak nyari jabatan  Mas Anies...  Faktanya: https://t.co/YNih3cQl9D,cari jabat fakta,0,"['cari', 'jabat', 'fakta']",cari jabat fakta
Analisa #DebatCapres by RG Untuk Anies Prabowo Ganjar https://t.co/5r18YdpDAP,analisa,0,['analisa'],analisa
Abis rewatch debat Capres  Anies lebih proper public speaking-nya. Ganjar bahasanya terlalu segmented  Prabowo terlalu normatif.  Lawan debat sepadan Anies itu bukan Ganjar apalagi Prabowo  tapi Ahok yg lebih detail-oriented.  Prabowo era debatnya itu lawan Megawati/SBY.,habis rewatch debat capres proper public speaking bahasa segmented normatif lawan debat padan ahok detail oriented debat lawan,0,"['habis', 'rewatch', 'debat', 'capres', 'proper', 'public', 'speaking', 'bahasa', 'segmented', 'normatif', 'lawan', 'debat', 'padan', 'ahok', 'detail', 'oriented', 'debat', 'lawan']",habis rewatch debat capres proper public speaking bahasa segmented normatif lawan debat padan ahok detail oriented debat lawan
Kisah pilu Mega Suryani yang tewas dibunuh suaminya mendapat perhatian dari Anies  Ini potret buruk penegakan hukum kita yang tidak berpihak pada wanita laporan korban kekerasan sering tidak dianggap..   Itulah mengapa rakyat inginkan perubahan!! https://t.co/z7eUdo1e85,kisah pilu mega suryani tewas bunuh suami dapat perhati potret buruk tega hukum pihak wanita lapor korban keras anggap rakyat ubah,0,"['kisah', 'pilu', 'mega', 'suryani', 'tewas', 'bunuh', 'suami', 'dapat', 'perhati', 'potret', 'buruk', 'tega', 'hukum', 'pihak', 'wanita', 'lapor', 'korban', 'keras', 'anggap', 'rakyat', 'ubah']",kisah pilu mega suryani tewas bunuh suami perhati potret buruk tega hukum pihak wanita lapor korban keras anggap rakyat ubah
Gak gini juga kali.   Ganjar sadar kalau lolos ke putaran 2 untuk menang lawan Prabowo ya harus rangkul Anies dan pendukungnya nanti.  Begitu pula Anies gak bakal serang Ganjar terlalu sadis karena sadar bakal saling membutuhkan nanti.,gin kali sadar lolos putar menang lawan rangkul dukung bakal serang sadis sadar bakal butuh,0,"['gin', 'kali', 'sadar', 'lolos', 'putar', 'menang', 'lawan', 'rangkul', 'dukung', 'bakal', 'serang', 'sadis', 'sadar', 'bakal', 'butuh']",gin kali sadar lolos putar menang lawan rangkul dukung bakal serang sadis sadar bakal butuh
Setelah Tau Kapasitas Anies  Setelah Debat   Merekapun Rebutan untuk Foto² dgn Pak Anies. Mereka Pengusaha² Kelas Kakap. https://t.co/MxBBOBeD9T,tahu kapasitas debat mereka rebut foto usaha kelas kakap,0,"['tahu', 'kapasitas', 'debat', 'mereka', 'rebut', 'foto', 'usaha', 'kelas', 'kakap']",tahu kapasitas debat rebut foto usaha kelas kakap
Pak Anies tiba di Pasar Sail untuk agenda Desak Anies   Mantap antusias anak muda Riau 💪🏻  #AMINAjaDulu  #AniesMuhaimin2024  #AMINTerbaikNomor1 https://t.co/05zfVwdCzT,tiba pasar sail agenda desak mantap antusias anak muda riau,0,"['tiba', 'pasar', 'sail', 'agenda', 'desak', 'mantap', 'antusias', 'anak', 'muda', 'riau']",tiba pasar sail agenda desak mantap antusias anak muda riau
Pak Anies senyumnya renyah sambil liatin Prabowo yang nesu sampai ke ubun ubun. Tensinya kira kira berapa ya saat itu?,senyum renyah liatin nesu ubun ubun tensi kira kira,0,"['senyum', 'renyah', 'liatin', 'nesu', 'ubun', 'ubun', 'tensi', 'kira', 'kira']",senyum renyah liatin rajuk ubun ubun tensi kira kira
Anies Jawab Tudingan Khianati Prabowo dan Cak Imin Jawab Tudingan Khianati Gusdur di Mata Najwa | Narasi Daily https://t.co/e0oDSZJYzW,jawab tuding khianat imin jawab tuding khianat gusdur mata najwa narasi daily,0,"['jawab', 'tuding', 'khianat', 'imin', 'jawab', 'tuding', 'khianat', 'gusdur', 'mata', 'najwa', 'narasi', 'daily']",jawab tuding khianat imin jawab tuding khianat gusdur mata najwa narasi daily
Prabowo nyerang anies. Anies nyerang prabowo.  Ganjar pengen nyerang anies takut clapbacknya sadis  yaudah akhirnya nyerang prabowo juga 😭,serang serang serang takut clapbacknya sadis sudah serang,0,"['serang', 'serang', 'serang', 'takut', 'clapbacknya', 'sadis', 'sudah', 'serang']",serang serang serang takut clapbacknya sadis serang
Jelang Pilres 2014  Anies ikut Konvensi Capres Partai Demokrat.  Gagal di Konvensi Demokrat  Anies menyeberang jadi Jubir Timses Jokowi.   Dicopot Jokowi dari kursi Menteri  Anies menyeberang lagi merapat ke Gerindra. Jadi Gubernur Jakarta.   Pilpres 2024  Anies bergeser lagi ke… https://t.co/8hiTBtuuVB,jelang pilres ikut konvensi capres partai demokrat gagal konvensi demokrat seberang jadi juru bicara timses copot kursi menteri seberang rapat gerindra jadi gubernur jakarta pilpres geser,0,"['jelang', 'pilres', 'ikut', 'konvensi', 'capres', 'partai', 'demokrat', 'gagal', 'konvensi', 'demokrat', 'seberang', 'jadi', 'juru', 'bicara', 'timses', 'copot', 'kursi', 'menteri', 'seberang', 'rapat', 'gerindra', 'jadi', 'gubernur', 'jakarta', 'pilpres', 'geser']",jelang pilres ikut konvensi capres partai demokrat gagal konvensi demokrat seberang juru bicara timses copot kursi menteri seberang rapat gerindra gubernur jakarta pilpres geser
Pak Anies Baswedan bersama Istri dan ibunda mengunjungi Ustadz Abdul Somad di Rumah Omak Pekanbaru  Riau   #AMINAjaDulu  #AniesMuhaimin2024 https://t.co/hnhJqKLeKA,baswedan istri ibunda unjung ustadz abdul somad rumah omak pekanbaru riau,0,"['baswedan', 'istri', 'ibunda', 'unjung', 'ustadz', 'abdul', 'somad', 'rumah', 'omak', 'pekanbaru', 'riau']",baswedan istri ibunda unjung ustadz abdul somad rumah omak pekanbaru riau
Bikin Terharu di acara Desak Anies tak di sangka yg bertanya kaum Disabilitas dan pak Anies janjikan program nyata untuk disabilitas https://t.co/1ifeFDVXlV,buat haru acara desak sangka tanya kaum disabilitas janji program nyata disabilitas,0,"['buat', 'haru', 'acara', 'desak', 'sangka', 'tanya', 'kaum', 'disabilitas', 'janji', 'program', 'nyata', 'disabilitas']",buat haru acara desak sangka tanya kaum disabilitas janji program nyata disabilitas
Jubir Anies yg sebenernya bisa nyentuh akar rumput tuh disembunyiin sekarang  soalnya kalo dibuka  bisa chaos. Bayangin orang2 sprti Novel Bamukmin  Yusuf Martak pada vokal di sosmed. 🤣🤣🤣. Berantem dah itu kaum2 urban prohresipp vs Islamist. Duh ngakak gw inget 2018 dulu 🤣,juru bicara benar nyentuh akar rumput disembunyiin soal buka chaos bayang orang novel bamukmin yusuf martak vokal sosmed antem kaum urban prohresipp islamist aduh tertawa inget,0,"['juru', 'bicara', 'benar', 'nyentuh', 'akar', 'rumput', 'disembunyiin', 'soal', 'buka', 'chaos', 'bayang', 'orang', 'novel', 'bamukmin', 'yusuf', 'martak', 'vokal', 'sosmed', 'antem', 'kaum', 'urban', 'prohresipp', 'islamist', 'aduh', 'tertawa', 'inget']",juru bicara benar nyentuh akar rumput disembunyiin soal buka chaos bayang orang novel bamukmin yusuf martak vokal sosmed antem kaum urban prohresipp islamist aduh tertawa inget
Penjelasan Anies semalam justru udah clean and clear. Gampang dipahami umum. Logicnya sangat masuk akal sehat  bahkan oleh awam sekalipun.  Ganjar terlihat kalem. Sayang ga dapet spotlight panggungnya.  Justru prabowo yg muter2  sangat emosional  jawabannya kesana kemari.,jelas malam clean clear gampang paham umum logicnya masuk akal sehat awam lihat kalem sayang dapat spotlight panggung muter emosional jawab kesana kemari,0,"['jelas', 'malam', 'clean', 'clear', 'gampang', 'paham', 'umum', 'logicnya', 'masuk', 'akal', 'sehat', 'awam', 'lihat', 'kalem', 'sayang', 'dapat', 'spotlight', 'panggung', 'muter', 'emosional', 'jawab', 'kesana', 'kemari']",jelas malam clean clear gampang paham umum logicnya masuk akal sehat awam lihat kalem sayang spotlight panggung muter emosional jawab kesana kemari
1) Dalam debat semalam beberapa kali kita mendengar kata2 dari pak @prabowo: “mas Anies.. mas Anies..”   2) Ini analisaku saja ya. Bagi teman2 yg tidak sepakat silahkan juga buat analisanya sendiri dgn perspektifnya masing2. Bebas aja. Namanya kita mengomentari hal yg sudah… https://t.co/52PIGrgGks,debat malam kali dengar kata analisaku teman sepakat silah analisanya perspektif bebas nama komentar,0,"['debat', 'malam', 'kali', 'dengar', 'kata', 'analisaku', 'teman', 'sepakat', 'silah', 'analisanya', 'perspektif', 'bebas', 'nama', 'komentar']",debat malam kali dengar kata analisaku teman sepakat silah analisanya perspektif bebas nama komentar
"Anies utang budi"" pada Prabowo dan Prabowo ""ungkit budi"" ke Anies  pun tingkah keduanya seperti dagelan ketoprak; Prabowo mencak-mencak dan Anies cengar-cengir.  Sementara itu Ganjar Pranowo yang senyum-senyum karena hanya dia yang tidak punya beban masa lalu.  PINJAM DULU 50% ! https://t.co/OMGIwOuOI9""",utang budi ungkit budi tingkah dua dagel ketoprak mencak mencak cengar cengir senyum senyum punya beban masa pinjam,0,"['utang', 'budi', 'ungkit', 'budi', 'tingkah', 'dua', 'dagel', 'ketoprak', 'mencak', 'mencak', 'cengar', 'cengir', 'senyum', 'senyum', 'punya', 'beban', 'masa', 'pinjam']",utang budi ungkit budi tingkah dagel ketoprak mencak mencak cengar cengir senyum senyum punya beban masa pinjam
Gibran menang pilkada jadi Walikota - Ganjar menang pilkada jadi Gubernur - Anies menang pilkada jadi Gubernur - Prabowo kalah pilpres jadi Menteri,gibran menang pilih kepala daerah jadi walikota menang pilih kepala daerah jadi gubernur menang pilih kepala daerah jadi gubernur kalah pilpres jadi menteri,0,"['gibran', 'menang', 'pilih', 'kepala', 'daerah', 'jadi', 'walikota', 'menang', 'pilih', 'kepala', 'daerah', 'jadi', 'gubernur', 'menang', 'pilih', 'kepala', 'daerah', 'jadi', 'gubernur', 'kalah', 'pilpres', 'jadi', 'menteri']",gibran menang pilih kepala daerah walikota menang pilih kepala daerah gubernur menang pilih kepala daerah gubernur kalah pilpres menteri
Iseng ngecek wiki  Anies &amp; Ganjar umurnya cuma beda setahun yak?? Lulusnya jg bareng... penasaran Kagama angkatan2 mereka leaning ke siapa 🫣,iseng ngecek wiki umur beda tahun lulus bareng penasaran kagama angkat leaning,0,"['iseng', 'ngecek', 'wiki', 'umur', 'beda', 'tahun', 'lulus', 'bareng', 'penasaran', 'kagama', 'angkat', 'leaning']",iseng ngecek wiki umur beda tahun lulus bareng penasaran kagama angkat leaning
Full Desak Anies Pekanbaru https://t.co/U0vNKDWm5G,full desak pekanbaru,0,"['full', 'desak', 'pekanbaru']",full desak pekanbaru
Selesai acara #DesakAnies para pedagang &amp; peserta yang hadir berebut minta foto bersama pak Anies 😍  #AMINAjaDulu  #AniesMuhaimin2024 https://t.co/WVEaKLWESP,selesai acara dagang serta hadir rebut minta foto,0,"['selesai', 'acara', 'dagang', 'serta', 'hadir', 'rebut', 'minta', 'foto']",selesai acara dagang hadir rebut minta foto
Waktu pemilihan Gub DKI  itu gw masih di lingkaran dalam partai.  Gw tau bagaimana ps galau blm ada calon kuat smp2 terpaksa pasang sandi  baru kemudian lihat Anies  &amp; setelah menimbang  memutuskan u mencalonkan Anies  sandi digeser jd cawagub.  Gak perlu bawa2 pilgub DKI  malu.,waktu pilih lingkar partai tahu galau calon kuat paksa pasang sandi baru lihat timbang putus kamu calon sandi geser jadi cawagub perlu bawa pilgub malu,0,"['waktu', 'pilih', 'lingkar', 'partai', 'tahu', 'galau', 'calon', 'kuat', 'paksa', 'pasang', 'sandi', 'baru', 'lihat', 'timbang', 'putus', 'kamu', 'calon', 'sandi', 'geser', 'jadi', 'cawagub', 'perlu', 'bawa', 'pilgub', 'malu']",waktu pilih lingkar partai tahu galau calon kuat paksa pasang sandi baru lihat timbang putus kamu calon sandi geser cawagub perlu bawa pilgub malu
Keren nih Anak -Anak Milenial. Yang paling kena banget buat anak -anak Gen-Z dari pak Anies 1. Tentang ORDAL alias Orang dalam 2. hotline Paris alias Pengacara Gratis https://t.co/5IzlZfAvJ5,keren anak anak milenial kena banget anak anak ordal alias orang hotline paris alias acara gratis,0,"['keren', 'anak', 'anak', 'milenial', 'kena', 'banget', 'anak', 'anak', 'ordal', 'alias', 'orang', 'hotline', 'paris', 'alias', 'acara', 'gratis']",keren anak anak milenial kena banget anak anak ordal alias orang hotline paris alias acara gratis
Paparan singkat tentang Studi dan Aksi Gubernur Anies Baswedan terkait program makanan bergizi untuk anak2 sekolah di DKI https://t.co/ItA1DjZb9r,papar singkat studi aksi gubernur baswedan kait program makan gizi anak sekolah,0,"['papar', 'singkat', 'studi', 'aksi', 'gubernur', 'baswedan', 'kait', 'program', 'makan', 'gizi', 'anak', 'sekolah']",papar singkat studi aksi gubernur baswedan kait program makan gizi anak sekolah
Hasil Analisis Sentimen Warganet setelah Debat Capres   Capres yg paling menguasai Materi Debat yaitu Anies Baswedan dgn angka 79 7%. Sementara Prabowo hanya dapat 9.2%  &amp; Ganjar diangka 13.1%  Tapi  Capres yg mendapat Sentimen Negatif paling tinggi diraih oleh Prabowo.😂😂 https://t.co/ftK9PdT1lS,hasil analisis sentimen warganet debat capres capres kuasa materi debat baswedan angka angka capres dapat sentimen negatif tinggi raih,0,"['hasil', 'analisis', 'sentimen', 'warganet', 'debat', 'capres', 'capres', 'kuasa', 'materi', 'debat', 'baswedan', 'angka', 'angka', 'capres', 'dapat', 'sentimen', 'negatif', 'tinggi', 'raih']",hasil analisis sentimen warganet debat capres capres kuasa materi debat baswedan angka angka capres sentimen negatif tinggi raih
INI PENTING DISIMAK! Analisa #DebatCapres Anies Prabowo Ganjar dari Master Psikologi Forensik yang pernah menangani kasus besar SAMBO dan sekaligus mantan pendukung Prabowo di pilpres sebelumnya https://t.co/o8duU2BCue,penting simak analisa master psikologi forensik tangan kasus besar sambo mantan dukung pilpres,0,"['penting', 'simak', 'analisa', 'master', 'psikologi', 'forensik', 'tangan', 'kasus', 'besar', 'sambo', 'mantan', 'dukung', 'pilpres']",penting simak analisa master psikologi forensik tangan kasus besar sambo mantan dukung pilpres
Analisis dua lembaga kajian politik  Trias Politika Strategis dan Aljabar Strategic atas hasil debat Capres malam tadi. Capres 01: Anies mendominasi debat dan leluasa menyerang gagasan dua kandidat lain karena mengusung visi perubahan Capres 02: Prabowo dinilai tidak punya… https://t.co/txMPCpDLQ2,analisis lembaga kaji politik trias politika strategis aljabar strategic atas hasil debat capres malam capres dominasi debat leluasa serang gagas kandidat usung visi ubah capres nilai punya,0,"['analisis', 'lembaga', 'kaji', 'politik', 'trias', 'politika', 'strategis', 'aljabar', 'strategic', 'atas', 'hasil', 'debat', 'capres', 'malam', 'capres', 'dominasi', 'debat', 'leluasa', 'serang', 'gagas', 'kandidat', 'usung', 'visi', 'ubah', 'capres', 'nilai', 'punya']",analisis lembaga kaji politik trias politika strategis aljabar strategic atas hasil debat capres malam capres dominasi debat leluasa serang gagas kandidat usung visi ubah capres nilai punya
Gelombang perubahan dari pekan baru Riau  Detik-Detik pak Anies Menyapa Ribuan Warga masyarakat Pekan Baru Riau hari ini Rabu 13 Desember 2023 https://t.co/RrmwB1wNoN,gelombang ubah pekan baru riau detik detik sapa ribu warga masyarakat pekan baru riau hari rabu desember,0,"['gelombang', 'ubah', 'pekan', 'baru', 'riau', 'detik', 'detik', 'sapa', 'ribu', 'warga', 'masyarakat', 'pekan', 'baru', 'riau', 'hari', 'rabu', 'desember']",gelombang ubah pekan baru riau detik detik sapa ribu warga masyarakat pekan baru riau hari rabu desember
Choose your evil:  Prabs pelanggar HAM pol dan militeristik.  Ganjar sukses melahirkan dua gerakan perlawanan besar yaitu Rembang dan Wadas.  Anies terdengar progresif tapi tega pake politik identitas. Kata nenek percuma pintar tapi,choose your evil prabs langgar militeristik sukses lahir gera lawan besar rembang wadas dengar progresif tega pakai politik identitas kata nenek pintar,0,"['choose', 'your', 'evil', 'prabs', 'langgar', 'militeristik', 'sukses', 'lahir', 'gera', 'lawan', 'besar', 'rembang', 'wadas', 'dengar', 'progresif', 'tega', 'pakai', 'politik', 'identitas', 'kata', 'nenek', 'pintar']",choose your evil prabs langgar militeristik sukses lahir lawan besar rembang wadas dengar progresif tega pakai politik identitas kata nenek pintar
Heboh  Anies Baswedan Mengaku Kesal dengan Fenomena 'Ordal' di Indonesia  Sampai Tak Ragu Singgung .. https://t.co/NTzfeJ0E9O,heboh baswedan aku kesal fenomena ordal indonesia ragu singgung,0,"['heboh', 'baswedan', 'aku', 'kesal', 'fenomena', 'ordal', 'indonesia', 'ragu', 'singgung']",heboh baswedan aku kesal fenomena ordal indonesia ragu singgung
Soal Kepindahan Ibukota  Anies: Jangan Kita Meniru Pemerintah Belanda https://t.co/fvLry8tQFJ,soal pindah ibukota tiru perintah belanda,0,"['soal', 'pindah', 'ibukota', 'tiru', 'perintah', 'belanda']",soal pindah ibukota tiru perintah belanda
IKN  Inilah segmen yg paling byk ditunggu oleh adik² mahasiswa diberbagai daerah.   Mrk selalu melancarkan pertanyaan ini di acara DESAK ANIES. 👇 https://t.co/E54t3kL7hA,segmen banyak tunggu adik mahasiswa bagai daerah lancar tanya acara desak,0,"['segmen', 'banyak', 'tunggu', 'adik', 'mahasiswa', 'bagai', 'daerah', 'lancar', 'tanya', 'acara', 'desak']",segmen banyak tunggu adik mahasiswa bagai daerah lancar tanya acara desak
Pasca Debat KPU semalam lalu pada hari ini pak Anies langsung menuju pekan baru Riau.. Rabu 13 Desember 2023.... Lanjutan Vidio ini ada di kolom komentar https://t.co/E1QU7JYZ62,pasca debat malam hari langsung tuju pekan baru riau rabu desember lanjut vidio kolom komentar,0,"['pasca', 'debat', 'malam', 'hari', 'langsung', 'tuju', 'pekan', 'baru', 'riau', 'rabu', 'desember', 'lanjut', 'vidio', 'kolom', 'komentar']",pasca debat malam hari langsung tuju pekan baru riau rabu desember lanjut vidio kolom komentar
Jadwal kampanye Anies Baswedan 13 sampai 31 desember 2023. Mungkin saja pak Anies berkunjung ke kota mu 😀 #AMINAjaDulu https://t.co/9BMn6HBX3m,jadwal kampanye baswedan desember kunjung kota,0,"['jadwal', 'kampanye', 'baswedan', 'desember', 'kunjung', 'kota']",jadwal kampanye baswedan desember kunjung kota
Sindirian Keras Anies ke Prabowo yang Tidak Tahan Oposisi Karena Tak Bisa Berbisnis https://t.co/SMKYuFVcFJ #TempoBisnis,sindirian keras tahan oposisi bisnis,0,"['sindirian', 'keras', 'tahan', 'oposisi', 'bisnis']",sindirian keras tahan oposisi bisnis
Anies Baswedan dialog dengan warga kampung bata Pekanbaru Riau  Rabu 13 Desember 2023 https://t.co/7G3P0jKAWD,baswedan dialog warga kampung bata pekanbaru riau rabu desember,0,"['baswedan', 'dialog', 'warga', 'kampung', 'bata', 'pekanbaru', 'riau', 'rabu', 'desember']",baswedan dialog warga kampung bata pekanbaru riau rabu desember
Kalo Ganjar/Anies menang apa ada jaminan tim Prabowo/Gibran nggak diajak dalam pemerintahan?,menang jamin gibran ajak perintah,0,"['menang', 'jamin', 'gibran', 'ajak', 'perintah']",menang jamin gibran ajak perintah
Para Pendukung Wowo Tertawa Angin Tak punya KTP....Mari Kita Simak Vidio ini Apakah Pak Anies yg Bodoh atau Wowo yg gagal paham ???? Yuk simak baik -baik ya https://t.co/u6VitLWDso,dukung wowo tertawa angin punya simak vidio bodoh wowo gagal paham simak baik baik,0,"['dukung', 'wowo', 'tertawa', 'angin', 'punya', 'simak', 'vidio', 'bodoh', 'wowo', 'gagal', 'paham', 'simak', 'baik', 'baik']",dukung wowo tertawa angin punya simak vidio bodoh wowo gagal paham simak baik baik
Yapto ketua  PP sejak deklarasi dan masuk timnas Amin  . Seleb2 yg dulu nyinyir pada Anies  krn bisa berlindung dibalik jaket PP sekarang gk kedengeran suaranya.    Hening 🤣,yapto ketua pulang pergi deklarasi masuk timnas amin seleb nyinyir lindung balik jaket pulang pergi kedengeran suara hening,0,"['yapto', 'ketua', 'pulang', 'pergi', 'deklarasi', 'masuk', 'timnas', 'amin', 'seleb', 'nyinyir', 'lindung', 'balik', 'jaket', 'pulang', 'pergi', 'kedengeran', 'suara', 'hening']",yapto ketua pulang pergi deklarasi masuk timnas amin seleb nyinyir lindung balik jaket pulang pergi kedengeran suara hening
Sindir Prabowo-Gibran  Anies: Fenomena Orang Dalam itu Menyebalkan https://t.co/X9JputZyQF #TempoBisnis,sindir gibran fenomena orang sebal,0,"['sindir', 'gibran', 'fenomena', 'orang', 'sebal']",sindir gibran fenomena orang sebal
Melanjutkan agenda kampanye Hari ini Pak Anies hadir di Pekan Baru Riau..  #InsyaAllahAniesPresiden ☝️ https://t.co/QDNy1yWqHB,lanjut agenda kampanye hari hadir pekan baru riau,0,"['lanjut', 'agenda', 'kampanye', 'hari', 'hadir', 'pekan', 'baru', 'riau']",lanjut agenda kampanye hari hadir pekan baru riau
Basis pendukung Pak Prabowo  pasti ada keinginan  ayo pak serang balik  jangan mau di serang Anies &amp; Ganjar. Tapi beliau tdk lakukan. Bahkan gak terlalu sulit beliau tinggal sebut kasus WADAS ke Pak Ganjar.   Pak Prabowo  Leadership anda diatas rata2 lawan anda  anda layak… https://t.co/hCen6oYPnG,basis dukung ingin serang balik serang beliau laku sulit beliau tinggal sebut kasus wadas leadership atas rata lawan layak,0,"['basis', 'dukung', 'ingin', 'serang', 'balik', 'serang', 'beliau', 'laku', 'sulit', 'beliau', 'tinggal', 'sebut', 'kasus', 'wadas', 'leadership', 'atas', 'rata', 'lawan', 'layak']",basis dukung serang balik serang beliau laku sulit beliau tinggal sebut kasus wadas leadership atas rata lawan layak
