full_text,class
@BahrudinHm @DoankWarto @ganjarpranowo @mohmahfudmd Siapakah yg menentang kedatangan timnas Israel ke Indonesia.  Anies  ??? Bukan  Prabowo??? Bukan  Ganjar???  Ya dialah Ganjar Pranowo yg dengan lantang menentang kedatangan timnas Israel ke Indonesia sehingga dia dihujat oleh musuh2nya   Paham ya,2
pernyataan dari ganjar pranowo tentang suka film porno sebagai blunder #Megawaty #wanitaperisai #ganjarsukavideoporno https://t.co/NpycNEtxCA,1
@ganjarpranowo @mohmahfudmd Sukses selalu pak Ganjar pranowo semoga selalu diberikan keberkahan,2
@Gus_Raharjo @JimlyAs Ayo kita dukung terus pak ganjar,2
"@ganjarpranowo @urbansneakersoc kebanggaan indonesia, sepatunya keren pak ganjar. produk lokal juga nggak kaleng kualitasnya. mantap""",2
"@NinaCarla07 Ganjar ini sudah 10 tahun memimpin jateng, dan hasilnya cukup memuaskan, semua kebijakan di Jateng merupakan hasil dari kepemimpinannya bukan dari pihak manapun termasuk partainya.",2
@blantik_pedhet1 @jokowi @gibran_tweet @prabowo Setuju bang ðŸ’ªðŸ’ªðŸ‡®ðŸ‡© Dengan tdk memilih prabowo bukan berarti benci JOKOWI. Memang dari dulu sy tdk mendukung prabowo tapi mendukung jokowi . Sekarang waktu nya  Ganjar mahfud sebagai  Presiden dan wakil presiden dgn atau tanpa telunjuk pak jokowi ðŸ¤ŸðŸ’ªðŸ’ª https://t.co/f8Y6HWZFjz,2
@Melihat_Indo @ganjarpranowo Bersama pak Ganjar Indonesia bisa berubah dan akan selalu ada keadilan bagi semua masyarakat,2
@muhammadsyakur2 @andre_rosiade @saifulmujani And pendukung Anies ngga akan milih Ganjar juga ðŸ˜‚,1
@ganjarpranowo @mohmahfudmd Jangan ragu untuk memilih pak Ganjar pranowo pemimpin yang hebat dan selalu merakyat terhadap rakyat nya,2
@ganjarpranowo @urbansneakersoc Suka sekali dngn pak ganjar yg support brand local,2
@Gus_Raharjo Tetap fokus mendukung pak Ganjar dan pak Mahfud.ðŸ¤ŸðŸ¤Ÿ,2
@TeddGus Kalau Gibran jadi cawapres nya Ganjar pasti cocot mu lebih berbusa busa dan demo bersilit silit. Untung nya partai pengusung Ganjar patuh konstitusi.,2
"@sandiuno Oh satu lagi mas, koq saya lihat brandingnya mas @ganjarpranowo itu gak jelas, semua calon punya branding yg kuat termasuk Pak @mohmahfudmd itu punya tapi mas Ganjar gak punya sepertinya lalu gimana jualannya?",1
"@ganjarpranowo @mohmahfudmd Terus kan perjuangan Pak Soekarno untuk mengamal kan Pancasila dalam memimpin bangsa ini ,salam sukses Pak Ganjar",2
@cursedkidd gemini biasanya milihnya ganjar,2
@ganjarpranowo @mohmahfudmd Masyaallah betul yang disampaikan Pak Ganjar. Kekuasaan Allah lebih dari segalanya.ðŸ¤©,2
@ganjarpranowo @urbansneakersoc Bagus melihat pemimpin seperti Pak Ganjar yang memperlihatkan bangga akan barang-barang lokal.,2
"@Melihat_Indo @ganjarpranowo kecewa dgn keadaan konstitusi sekarang dan netralitas presiden, tpi bahagia melihat sambutan rakyat Bali untuk pak Ganjar",2
@Gus_Raharjo @JimlyAs Selalu tetap stayy hanya dukung pak ganjar Mahfud selalu,2
@Melihat_Indo @ganjarpranowo Pak ganjar tuh niat nya tulus ikhlas mensejahterakan rakyat Indonesia,2
@Gus_Raharjo @indahtamara36 @JimlyAs Wah nggak yakin si... tapi kalou pak Ganjar - Mahfud gua percaya,2
@ganjarpranowo @urbansneakersoc Apresiasi tinggi untuk Pak Ganjar yang selalu mendorong kita semua untuk mendukung produk-produk dari daerah kita.,2
@ganjarpranowo @mohmahfudmd Dukung selalu pak Ganjar pranowo capres 2024 sukses selalu pak Ganjar,2
@kurawa Padahal SMRC tuh pro Ganjar. Lihat saja Saiful Mujani cela politik Dinasti Jokowi dan MK. Eh hasilnya tetep menang Prabowo Gibran. Salut sama independensi survey SMRC,0
@ganjarpranowo @urbansneakersoc Pak Ganjar ternyata suka dengan produk lokal Indonesia. Pak Ganjar semoga bisa membawa produk lokal Indonesia makin berkembang,2
@Gus_Raharjo @JimlyAs Fokus dukung terus pak ganjar,2
Semua mendukung Ganjar Presiden   #GanjarMahmud2024 https://t.co/uJ3F7TKu4r,2
"@MkomEliya @aniesbaswedan Lah kok bandingin aksi Palestina dgn Aksi Politik. Nggak punya hati lu. Ini kan agenda bersama, Puan aja kabarnya ikut. Udahlah mau ngomong apapun Fondasi 212 itu masa PKS dan FPI. PKS udah ke Anies, FPI sudah jelas tidak ke Ganjar ataupun Bowo. Tinggal tunggu waktunya saja ðŸ¤ªðŸ˜",0
Semua mendukung Ganjar Presiden   #GanjarMahmud2024 https://t.co/GzzKc4WSMQ,2
@Gus_Raharjo Pak Ganjar presiden pilihanku,2
@Melihat_Indo @ganjarpranowo Semakin yakin dengan Pak Ganjar,2
"@Melihat_Indo @ganjarpranowo Meskipun pak Ganjar di diskriminasi, tpi rakyat Bali tau siapa pemimpin yg harus dipilih",2
Semua mendukung Ganjar Presiden   #GanjarMahmud2024 https://t.co/sLYPqY1nZ9,2
@ganjarpranowo @urbansneakersoc Asli pa Ganjar ituh memang calon pemimpin yg sangat sangat terbaik deh dan beliau tuh sanagt lah bermasyarakat dan selalu hambel   trus beliau juga cinta dengn produk lokal lagi ðŸ˜˜ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥°,2
"@ganjarpranowo @urbansneakersoc Pride lokal adalah kunci keberlanjutan ekonomi daerah, dan saya senang melihat Pak Ganjar mendukungnya.",2
@Melihat_Indo @ganjarpranowo Hati pak Ganjar tulus jadi gak akan mungkin mau menyakiti rakyat,2
"@ruhutsitompul Gue Purno, bukan Ganjar.",1
@ganjarpranowo @urbansneakersoc Keberpihakan Pak Ganjar terhadap produk lokal adalah contoh nyata dukungan terhadap UKM dan produsen lokal.,2
Haduh pak Ganjar ini terlalu kontroversi memang dan terlalu banyak #Megawaty #wanitaperisai #ganjarsukavideoporno  https://t.co/bsKGBFh0Rp persoalkan-ganjar-yang-suka-nonton-video-porno/,1
Mari Bergerak bersama untuk menangkan Ganjar - Mahfud untuk indonesia yang lebih unggul .  Salam 3 jari bolooo ðŸ¤ŸðŸ¤ŸðŸ¤Ÿ  ðŸš€ðŸš€ðŸš€ https://t.co/PL5iULB0iM,2
@Melihat_Indo @ganjarpranowo Yakin jika pak Ganjar Mahfud gak Akan mengecewakan kita semua karena beliau orang baik,2
@Dennysiregar7 Westalaaahhh... Kalah kalah Ganjar d thn ini... Periode selanjutnya tetep kalah lagi sama Gibran... ðŸ˜‚ðŸ¤£ðŸ˜‚ðŸ¤£ Niat pdip yg mau berkuasa 20thn lg musnah sudah...ðŸ˜‚ðŸ¤£ðŸ˜‚ðŸ¤£,1
"@ganjarpranowo @urbansneakersoc Wah makin banyak pihak yang mendukung produk lokal jadi senang melihatnya, tuhkan pak Ganjar aja keliatan keren banget",2
"@ganjarpranowo @urbansneakersoc Produk lokal Indonesia gk kalah keren dengan produk impor, Pak Ganjar Cocok pakai sepatu barunya",2
@tvOneNews Ganjar sudah lebih dahulu melakukan itu dengan menolak timnas Israel untuk  datang ke Infonesia.,2
Semua mendukung Ganjar Presiden   #GanjarMahmud2024 https://t.co/mMTHJCc8GZ,2
@Gus_Raharjo Saya yakin pak ganjar terbaik,2
@ganjarpranowo @urbansneakersoc Saya sangat menghargai komitmen Pak Ganjar dalam mendukung produk lokal. Itu membantu memajukan perekonomian daerah.,2
@ganjarpranowo @urbansneakersoc Kalau kaya gini mah kita harus all ini pa Ganjar pokonya. Ini nih calon pemimpin yg tebaik,2
"@Melihat_Indo @ganjarpranowo Saya yakin pak Ganjar pemimpin yg amanah, beliau tidak akan mengecewakan pendukung nya",2
@Gus_Raharjo @wqorlds Semakin yakin deh pilih pak Ganjar untuk jadi pemimpin RI selanjutnya,2
Yu minta maaf aja pak supaya ga jadi blunder terus dengan pernyataan nya  #Megawaty #wanitaperisai #ganjarsukavideoporno  https://t.co/2udgc6E5G4 perisai-megawaty-kembali-persoalkan-ganjar-suka-video-porno,1
"@wellymerukh @ch_chotimah2 Sdh basi.. Org2 jg sdh cerdas, klo nonton bokep itu bagi org dewasa adalah hal yg wajar. Lu, bapak lu tdk menutup kemungkinan penonton bokep jg. Nah yg tdk wajar itu melabrak aturan demi syahwat politik. Ganjar berani jujur, drpd org penghinanya diam2 penikmat bokepðŸ˜",2
Relawan Ganjar dan Mahfud optimis menang satu putaran #GanjarMahfud2024 https://t.co/SPueSHthXB,2
Relawan Ganjar dan Mahfud optimis menang satu putaran #GanjarMahfud2024 https://t.co/7VyZaZrBeu,2
Relawan Ganjar dan Mahfud optimis menang satu putaran #GanjarMahfud2024 https://t.co/tTUgXlX0oN,2
"@anagustini @Uki23 @psi_id SMRC kan timnya Ganjar, kalo kalah jauh ya ga bakal dirilis lahðŸ¤­",2
"@ganjarpranowo @urbansneakersoc Wah keren pak Ganjar sepatu barunya, ternyata produk lokal Indonesia keren keren ya pak",2
"@alextham878 @jarotreog Kagak perduli Boby, kagak perduli banteng, yang jelas Ganjar-Mahfud pilihan gua, titik.",2
"Pernyataan pak Ganjar di podcast memang blunder,ga ada salah nya kok untuk meminta maaf demi citra yang baik  #Megawaty #wanitaperisai #ganjarsukavideoporno  https://t.co/8vkBw8ZATO",1
â”â”â”ð’¢ð’¶ð“ƒð’¿ð’¶ð“‡ð‘€ð’¶ð’½ð’»ð“Šð’¹ â”â”â” Ganjar Pranowo menghadiri acara Silatarahmi Kerja Nasional Ikatan Cendekiawan Muslim (ICMI) se-Indonesia 2023 pada Sabtu (4/11).  @ganjarpranowo @mohmahfudmd #GanjarMahfud2024 #SahabatGanjar #GanjarPresiden #GanjarUntukSemua https://t.co/dRxlCANJnK,2
"@alextham878 Kenapa pusing...., toh gibran kan iparnya bobby. Masa seorang ipar nggk dukung. Soal bobby nyatakan jadi team sukses ganjar...itukan hal biasa bagi mereka. Hari ini bilang A besok pasti bilang B.",1
@OposisiCerdas @gm_gm ...KAMU MUNAFIK...SELAMA INI KAMU SELALU DUKUNG JOKOWI DG SEGALA TINDAKANNYA.. SEKARANG HANYA KARENA DIA TIDAK DUKUNG GANJAR LAMU PURA2 BARU SADAR...KAMU PENUH MUSLIHAT..KAMI TAHU APA YG DI DALAM HATIMU...,1
"@Gus_Raharjo Woww, emang paling bener pilih Ganjar Mahfud deh",2
"Ganjar: Kami Tak Bisa Gerakkan Alat Negara, yang Bisa Gerak Bersama Rakyat  @ganjarpranowo  memberikan pidato politiknya di hadapan massa pendukungnya di GOR Jatidiri, Kota Semarang.   Ganjar Pranowo mengajak para kader dan simpatisan untuk bersatu bersama-sama memenangkanâ€¦ https://t.co/ZHJzGkN1a0",2
"Berdasarkan hasil studi dari World Bank dan Kementerian PPN/BAPPENAS (2021) mengenai â€œKetahanan Air Indonesiaâ€, Pak Prabowo @prabowo #PrabowoGibranIstimewa #BersamaIndonesiaMaju",2
@liputan6dotcom Harus gigih pak berjuang untuk mendapatkan kursi singgasana jabatan tertinggi jangan pernah berhenti semangat selama nyawa masih di badan  Tahun 2024 gagal lagi masih ada waktu capres lagi 2029 tetap semangat jaga kesehatan dan jangan lupa minum obat kuat @prabowo @ganjarpranowo,2
Pembangunan 61 waduk baru ini ditargetkan akan selesai semua pada akhir 2024. @prabowo #KodeKita08 ##PrabowoGibranIstimewa #BersamaIndonesiaMaju,2
"Dengan 16 bendungan yang sudah selesai, kita sudah menambah tampungan air sejumlah 1,5 miliar meter kubik. @prabowo #KodeKita08 ##PrabowoGibranIstimewa #BersamaIndonesiaMaju",2
Dalam forum tersebut Prabowo Subianto mengatakan bahwa Indonesia adalah salah satu negara yg paling beruntung dibandingkan dgn banyak negara lain. @prabowo #KodeKita08 #PrabowoGibranIstimewa #BersamaIndonesiaMaju,2
"bersumber dari Undang-Undang Cipta Kerja dan Undang-Undang Nomor 17 tahun 2019 tentang Sumber Daya Air tentang penyediaan air minum, sumber daya air, pengelolaan sumber daya air, dan irigasi. @prabowo #KodeKita08 ##PrabowoGibranIstimewa #BersamaIndonesiaMaju",2
Indonesia juga sadar betul betapa pentingnya air. Tak heran kalau pemerintahan Joko Widodo memprioritaskan ketahanan air dalam periode keduanya ini. @prabowo #KodeKita08 ##PrabowoGibranIstimewa #BersamaIndonesiaMaju,2
"@DediMulyadi71 @prabowo Dedi dgn Opa wajarlah saling mendukung,soalnya samajomblo ditinggal bini.""",1
Kemudian apa sih yang di maksud dengan ketahanan pangan tersebut ? @prabowo #KodeKita08 #PrabowoGibranIstimewa #BersamaIndonesiaMaju,2
"Hingga minggu pertama Desember 2019, capaian pembangunan waduk mencapai 61 bendungan, yang terdiri dari 45 bendungan baru yang sedang dibangunn 16 bendungan sudah selesai. @prabowo #KodeKita08 ##PrabowoGibranIstimewa #BersamaIndonesiaMaju",2
"Pak @prabowo, kebangkitan Indonesia tidak bisa dengan merekayasan putusan MK dan dimulai dari politik Dinasti. Publik menilai bapak cuma petugasnya Jokowi saat ini, lain tidak.",1
"Jika tak dikelola dengan baik, maka dampak buruknya akan serius. â€œUntuk itu pemerintah perlu mengambil langkah-langkah untuk memperkuat ketahanan air, @prabowo #KodeKita08 ##PrabowoGibranIstimewa #BersamaIndonesiaMaju",2
"Hingga minggu pertama Desember 2019, capaian pembangunan waduk mencapai 61 bendungan, yang terdiri dari 45 bendungan baru yang sedang dibangunn 16 bendungan sudah selesai. @prabowo #KodeKita08 ##PrabowoGibranIstimewa #BersamaIndonesiaMaju",2
@Rudi58985524 @ismailfahmi Itu bukan prabowo tapi cipung,2
"@tifsembiring Hati2 dia AU-MK bicaranya berlindung ke Agama ! Dia harus dicopot diganti, dan pidananya dilanjutkan ke Penyidik. KPU dan Bawaslu masih pakai aturan lama, jadi tidak syah cawapresnya. Solusinya ya Capres Prabowo tetap sah jadi cari mengusulkan ganti misal  Prabowo+Erlangga",1
"dalam memperkuat sistem ketahanan pangan, mengamankan rantai pasokan dan melawan kelaparan dunia. @prabowo #KodeKita08 #PrabowoGibranIstimewa #BersamaIndonesiaMaju",2
"Begitu pentingnya air bagi kehidupan ini, membuat Benjamin Franklin, salah satu bpk bangsa Amerika Serikat itu pernah berujar, â€œKetika sumur-sumur telah kering, barulah kita sadar betapa berharganya air.â€ @prabowo #KodeKita08 ##PrabowoGibranIstimewa #BersamaIndonesiaMaju",2
"@kananboekankiri @sigitwid Pak prabowo, terima kasih atas ketidakberubahannya sebagai pembohong, karena Anda membuat pilihan politik lebih jelas.",1
"@BANGSAygSUJUD Sedari awal sy tidak percaya Prabowo terlibat tragedi 1998, apalagi dituduh sebagai pelaku utama bahkan dalangnya. Kl diberi tugas oleh atasannya mengamankan 9 org itu beliau akui,dn dikembalikan dg selamat. Tp pembenci Prabowo memfitnah dg keji smp dibawa mati",1
"Menurut Hari Suprayogi, Direktur Jenderal Sumber Daya Air, pada 2015-2020 target Presiden Jokowi adalah membangun 65 waduk besar. @prabowo #KodeKita08 ##PrabowoGibranIstimewa #BersamaIndonesiaMaju",2
